date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:56:29	4121/4121	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:56:31%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_security.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_security.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap.htm)
10:56:30	148632/148632	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:56:31%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_glossary.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_glossary.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap.htm)
10:56:43	685151/685151	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:56:44%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_index.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_index.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap.htm)
10:56:44	99923/99923	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:56:45%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_subjects.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_subjects.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap.htm)
10:56:44	66761/66761	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:56:46%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_examples.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_examples.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap.htm)
10:56:58	323191/323191	---MCZ	200	added ('OK')	application/x-javascript	etag:%2241897847251b6e17f01de91d391f5ad2:1703879459.851375%22	http://assets.adobedtm.com/ccc66c06b30b/32c05409e1fd/launch-8b3c5ca29b9e.min.js	D:/Cleison/Documents/ABAPdocs/ABAPdocs/assets.adobedtm.com/ccc66c06b30b/32c05409e1fd/launch-8b3c5ca29b9e.min.js	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/index.htm)
10:56:59	2299/2299	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bd244e1b891b02e1257dc6fb99604eb6%22	https://cdn.schemaapp.com/javascript/schemaFunctions.min.js	D:/Cleison/Documents/ABAPdocs/ABAPdocs/cdn.schemaapp.com/javascript/schemaFunctions.min.js	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/index.htm)
10:56:59	1002870/1002870	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:56:53%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abap_docu_tree.htm?file=	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abap_docu_tree92bd.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/index.htm)
10:56:59	34453/34453	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d879a11e8df1f5268c898f000de85b01%22	https://cdn.schemaapp.com/javascript/highlight.js	D:/Cleison/Documents/ABAPdocs/ABAPdocs/cdn.schemaapp.com/javascript/highlight.js	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/index.htm)
10:57:00	5080/5080	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:02%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abensap_nw_abap_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abensap_nw_abap_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_glosry.htm)
10:57:01	4662/4662	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:03%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_system_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_system_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_glosry.htm)
10:57:02	4296/4296	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:03%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenclass_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenclass_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_objects_glosry.htm)
10:57:02	4337/4337	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:04%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abeninterface_oo_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abeninterface_oo_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_objects_glosry.htm)
10:57:07	6389/6389	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:09%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_objects_oview.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_objects_oview.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_objects_glosry.htm)
10:57:12	15212/15212	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:14%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_overview.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_overview.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_oview.htm)
10:57:22	9321/9321	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:24%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenorganization_of_modules.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenorganization_of_modules.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_oview.htm)
10:57:23	96881/96881	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:25%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_statements_overview.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_statements_overview.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_oview.htm)
10:57:24	10790/10790	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:26%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencharacter_sets.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencharacter_sets.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_oview.htm)
10:57:25	8378/8378	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:26%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_versions.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_versions.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_oview.htm)
10:57:25	3851/3851	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:27%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenrepository_object_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenrepository_object_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:27	11020/11020	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:29%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_classical_objects.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_classical_objects.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:31	11284/11284	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:32%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_tools.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_tools.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:32	3361/3361	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:33%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenadt_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenadt_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:32	12555/12555	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:33%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:33	2892/2892	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:35%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_cds_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_cds_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:34	4740/4740	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:36%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_entity_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_entity_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:35	3862/3862	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:37%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_view_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_view_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:40	3866/3866	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:41%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_table_function_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_table_function_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:41	3878/3878	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:42%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_hierarchy_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_hierarchy_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:42	3562/3562	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:44%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabstract_entity_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabstract_entity_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:49	4367/4367	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:51%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_role_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_role_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:51	4115/4115	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:53%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_annotation_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_annotation_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:52	4324/4324	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:54%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_source_code_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencds_source_code_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:52	6600/6600	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:54%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_dependency_rules.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_dependency_rules.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:53	3856/3856	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:55%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abendependency_rule_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abendependency_rule_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:54	4021/4021	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:55%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenhana_database_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenhana_database_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:54	4875/4875	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:56%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_builtin_types_intro.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_builtin_types_intro.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:55	4184/4184	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:56%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_builtin_functions.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_builtin_functions.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:55	4906/4906	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:57%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenopen_sql_glosry.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenopen_sql_glosry.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:56	13485/13485	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:58%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_activation.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenddic_activation.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_dictionary.htm)
10:57:57	4767/4767	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:58%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_syntax.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_syntax.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_reference.htm)
10:57:57	7231/7231	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:57:59%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_program_layout.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_program_layout.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_reference.htm)
10:57:58	3984/3984	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:58:00%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenbuilt_in.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenbuilt_in.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_reference.htm)
10:57:59	3861/3861	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:58:01%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abendeclarations.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abendeclarations.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_reference.htm)
10:58:00	10955/10955	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:58:01%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencreate_objects.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abencreate_objects.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_reference.htm)
10:58:01	3565/3565	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:58:02%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_execution.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_execution.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_reference.htm)
10:58:01	4105/4105	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Feb%202024%2013:58:03%20GMT	https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_flow_logic.htm	D:/Cleison/Documents/ABAPdocs/ABAPdocs/help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_flow_logic.html	(from https://help.sap.com/doc/abapdocu_754_index_htm/7.54/en-US/abenabap_reference.htm)
